,title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
2017,Pine & Powell/Available Now!/Pets Ok! $95 Move In Special!,4495,1,1.0,,"(37.791097, -122.408913)",1,1,0,1,0,0,0,0,0,0,1,0,37.791097,-122.40891299999998,1.0,rooftop,710.0,Powell St,San Francisco,CA,San Francisco County,94108.0
2018,"Large, Modern, Quiet, One Bedroom Apartment, 12th Ave & Judah",2600,1,1.0,620.0,"(37.762604, -122.469432)",0,0,0,0,1,0,0,0,0,0,1,0,37.762603999999996,-122.46943200000001,1.0,rooftop,1370.0,12th Ave,San Francisco,CA,San Francisco County,94122.0
2019,"INCREDIBLE, COMPLETLEY UPDATED TOP FLOOR 1 BED/1 BATH!!!",2700,1,1.0,,"(37.782977, -122.461445)",0,0,0,0,0,0,0,0,0,0,0,0,37.782977,-122.461445,1.0,rooftop,211.0,Clement St,San Francisco,CA,San Francisco County,94118.0
2020,Breathtaking View Spacious New Remodeled Top Floor Apt! ~ J.Wavro,3095,1,1.0,,"(37.749254, -122.444808)",0,0,0,0,1,0,1,0,0,0,0,0,37.749254,-122.44480800000001,1.0,nearest_street,1.0,Crestline Dr,San Francisco,CA,San Francisco County,94131.0
2021,"TOP FLOOR 1 Bedroom, 1 Bathroom with amazing bay view!",3350,1,1.0,,"(37.799504, -122.416664)",0,0,0,0,1,0,0,0,0,0,0,0,37.799504,-122.41666399999998,1.0,rooftop,1059.0,Union St,San Francisco,CA,San Francisco County,94133.0
2022,Fantastic Russian Hill 1 Bedroom!,2850,1,1.0,,"(37.800802, -122.420165)",0,0,0,0,1,0,0,0,0,0,1,0,37.800802000000004,-122.420165,1.0,rooftop,1215.0,Greenwich St,San Francisco,CA,San Francisco County,94109.0
2023,"Fully remodeled private 1 bedroom, GARAGE PARKING INCLUDED!",2850,1,1.0,,"(37.775184, -122.451291)",0,0,0,0,0,0,0,1,0,0,1,0,37.775184,-122.451291,1.0,rooftop,2095.0,Fulton St,San Francisco,CA,San Francisco County,94117.0
2024,"REDUCED Nob Hill, Corner Unit 1-bd Available November 1st",2995,1,1.0,,"(37.795882, -122.416696)",0,0,0,0,1,0,0,0,0,0,1,0,37.795882,-122.416696,1.0,rooftop,1300.0,Pacific Ave,San Francisco,CA,San Francisco County,94109.0
2025,"Professionally Managed, Gourmet Kitchens, AC",3726,1,1.0,620.0,"(37.787424, -122.421154)",1,1,0,1,0,0,0,0,0,0,0,0,37.787424,-122.421154,1.0,rooftop,1285.0,Sutter St,San Francisco,CA,San Francisco County,94109.0
2031,Laguna & Waller/Duboce/Available Now!Pets Ok! $95 Move In Special!,3695,1,1.0,470.0,"(37.771239, -122.42521)",1,1,0,1,0,0,0,0,0,0,1,0,37.771239,-122.42521,1.0,rooftop,55.0,Laguna St,San Francisco,CA,San Francisco County,94102.0
2032,Prime Nob Hill Bright Updated Apt w/ HW Floors! ~ J.Wavro,2550,1,1.0,,"(37.790463, -122.413916)",0,0,0,0,1,0,0,0,0,0,1,0,37.790463,-122.41391599999999,1.0,nearest_street,1000.0,Jones St,San Francisco,CA,San Francisco County,94109.0
2033,Scott & Fell/Available Now/Next to AlamoSq.Park!$95 Move In Special!,3995,1,1.0,,"(37.774467, -122.435979)",1,1,0,1,0,0,0,0,0,0,1,0,37.774467,-122.435979,1.0,rooftop,1104.0,Fell St,San Francisco,CA,San Francisco County,94117.0
2035,"Visit Your New Home, Coffee and Tea Bar, Bike Storage and Workstation",4600,1,1.0,809.0,"(37.787996, -122.393597)",1,1,0,1,0,0,1,0,0,0,1,0,37.787996,-122.393597,1.0,nearest_street,355.0,Folsom St,San Francisco,CA,San Francisco County,94105.0
2042,Pac Heights Prime | 1 BD+1 BA | Laundry | Patio | Storage | ReLISTO,3395,1,1.0,750.0,"(37.788658, -122.426094)",0,0,0,0,1,0,0,0,0,0,1,0,37.788658,-122.42609399999999,1.0,rooftop,1843.0,Pine St,San Francisco,CA,San Francisco County,94109.0
2046,Pac Heights Prime | 1 BD+1 BA | Laundry | Patio | Storage | ReLISTO,3395,1,1.0,750.0,"(37.788658, -122.426169)",0,0,0,0,1,0,0,0,0,0,1,0,37.788658,-122.42616899999999,1.0,rooftop,1851.0,Pine St,San Francisco,CA,San Francisco County,94109.0
2049,Beautiful Apartment with Incredible Natural Light! - Parking Included,3850,1,1.0,933.0,"(37.7621, -122.3971)",1,1,0,1,0,0,1,0,0,0,0,0,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
2051,In-Law Rental Unit,1400,1,1.0,,"(37.729246, -122.449708)",0,0,0,0,0,0,0,0,0,0,0,0,37.729246,-122.449708,1.0,rooftop,338.0,Staples Ave,San Francisco,CA,San Francisco County,94112.0
2053,Take Your Apartment Game from Shabby to Chic,2895,1,1.0,,"(37.7917, -122.4186)",1,1,0,0,1,0,0,0,0,0,1,0,37.7917,-122.4186,1.0,rooftop,1577.0,Sacramento St,San Francisco,CA,San Francisco County,94109.0
2055,Visit Your New Home-Apt #118! Private Balcony! Lots of Light & Storage,4075,1,1.0,650.0,"(37.771804, -122.426621)",1,1,0,1,0,0,1,0,0,0,1,1,37.771803999999996,-122.426621,1.0,rooftop,200.0,Buchanan St,San Francisco,CA,San Francisco County,94102.0
2062,Incredible 1Bed/1.5 Bath Condo with parking in heart of Laurel Heights,3600,1,1.5,,"(37.786715, -122.451777)",0,0,0,1,0,0,1,0,0,0,0,0,37.786715,-122.451777,1.0,rooftop,3490.0,California St,San Francisco,CA,San Francisco County,94118.0
2063,Spacious 1 Bed/1 bath hardwood floor unit,3800,1,1.0,,"(37.797957, -122.413744)",0,0,0,0,0,1,0,0,0,0,1,0,37.797957000000004,-122.413744,1.0,nearest_street,1700.0,Taylor St,San Francisco,CA,San Francisco County,94133.0
2066,"Private Floor in Bernal Heights Home, Private entrance, parking avail",2250,1,1.0,,"(37.7509, -122.4153)",1,0,0,0,1,0,0,0,0,0,0,0,37.7509,-122.4153,1.0,rooftop,3258.0,25th St,San Francisco,CA,San Francisco County,94110.0
2068,"OPEN SUN 4PM-4:30PM Shared Laundry, Private Patio, Parking avail",3800,1,1.0,,"(37.798081, -122.435209)",0,0,0,1,0,0,1,0,0,0,0,0,37.798080999999996,-122.43520900000001,1.0,rooftop,2180.0,Filbert St,San Francisco,CA,San Francisco County,94123.0
2074,"Remarkable Value, Unbeatable Location",3834,1,1.0,751.0,"(37.772721, -122.391183)",1,1,0,1,0,0,1,0,0,0,1,0,37.772721000000004,-122.39118300000001,1.0,rooftop,1201.0,4th St,San Francisco,CA,San Francisco County,94158.0
2076,Very large remodeled 1-bed 1-bath Art Deco apartment. Cats negotiable.,4200,1,1.0,,"(37.793525, -122.425632)",1,0,0,0,1,0,0,0,0,0,0,0,37.793525,-122.42563200000001,1.0,rooftop,1823.0,Jackson St,San Francisco,CA,San Francisco County,94109.0
2079,"OPEN SUN 2:45PM-3:15PM  Sumptuous, fully furnished Furnished",3500,1,1.0,,"(37.804664, -122.405954)",0,0,0,1,0,0,1,0,0,1,1,0,37.804664,-122.40595400000001,1.0,nearest_street,1800.0,Kearny St,San Francisco,CA,San Francisco County,94133.0
2080,Vintage Building - Spacious one bedroom,2495,1,0.0,,"(37.790164, -122.416264)",0,0,0,0,0,0,0,0,0,0,0,0,37.790164000000004,-122.41626399999998,1.0,rooftop,1240.0,Pine St,San Francisco,CA,San Francisco County,94109.0
2088,One Bedroom Available Now!,2595,1,1.0,,"(37.790376, -122.414602)",1,0,0,0,1,0,0,0,0,0,0,0,37.790376,-122.414602,1.0,rooftop,1140.0,Pine St,San Francisco,CA,San Francisco County,94109.0
2089,One Bedroom Available Now!,2795,1,1.0,,"(37.790376, -122.414602)",1,0,0,0,1,0,0,0,0,0,0,0,37.790376,-122.414602,1.0,rooftop,1140.0,Pine St,San Francisco,CA,San Francisco County,94109.0
2095,1 bedroom in cole valley available for immediate move,3400,1,1.0,435.0,"(37.764027, -122.4496)",0,1,0,0,0,0,0,0,0,1,0,0,37.764027,-122.4496,1.0,nearest_street,100.0,Grattan St,San Francisco,CA,San Francisco County,94117.0
2096,Huge One Bedroom in the Marina W/ Views!,3495,1,1.0,,"(37.80547, -122.437272)",0,0,0,0,0,1,1,0,0,0,1,0,37.80547,-122.437272,1.0,nearest_street,3752.0,Fillmore St,San Francisco,CA,San Francisco County,94123.0
2098,"Trendy Neighborhood, 24 HR Fitness Studio, Gourmet Kitchen",3969,1,1.0,730.0,"(37.772434, -122.39726)",1,1,0,1,0,0,0,0,0,0,1,0,37.772434000000004,-122.39726,1.0,nearest_street,,I 280,San Francisco,CA,San Francisco County,94158.0
2101,OPEN SUN 3:15PM-3:45PM in an Inner Richmond home (360 4th Ave #A),2595,1,1.0,,"(37.781858, -122.462193)",0,0,0,0,0,0,0,0,0,0,0,0,37.781858,-122.462193,1.0,rooftop,364.0,4th Ave,San Francisco,CA,San Francisco County,94118.0
2102,PAC HEIGHTS CHARMING ONE BEDROOM,2400,1,1.0,750.0,"(37.786691, -122.44356)",0,0,0,0,0,1,0,0,0,0,1,0,37.786691,-122.44356,1.0,nearest_street,2900.0,Pine St,San Francisco,CA,San Francisco County,94115.0
2103,Prime Location! | Renovated | Hardwood Floors | 1720 Pacific Ave. #1,3000,1,1.0,,"(37.794774, -122.423563)",1,1,0,0,1,0,0,0,0,0,1,0,37.794774,-122.42356299999999,1.0,rooftop,2107.0,Van Ness Ave,San Francisco,CA,San Francisco County,94109.0
2111,"1000 Powell-Jr 1 bed w/city views, convenient location, great kitchen!",2395,1,1.0,,"(37.793852, -122.409541)",0,0,0,0,0,0,0,0,0,0,1,0,37.793852,-122.40954099999999,1.0,nearest_street,1000.0,Clay St,San Francisco,CA,San Francisco County,94108.0
2120,One Bedroom Inner Sunset Apartment- $250 Deposit Special,3325,1,1.0,665.0,"(37.75954, -122.462864)",1,1,0,0,0,1,0,0,0,0,0,0,37.75954,-122.462864,1.0,rooftop,3.0,Locksley Ave,San Francisco,CA,San Francisco County,94122.0
2122,2 BR 2 BA with Beautiful Views of SF in Charming Sunset Neighborhood,4435,1,1.0,1083.0,"(37.75954, -122.462864)",1,1,0,0,0,1,0,0,0,0,0,0,37.75954,-122.462864,1.0,rooftop,3.0,Locksley Ave,San Francisco,CA,San Francisco County,94122.0
2125,Ready Now - Wrap Around Patio With All the Views!!,3760,1,1.0,501.0,"(37.771429, -122.424061)",1,1,0,1,0,0,1,0,0,0,1,1,37.771429,-122.42406100000001,1.0,rooftop,1834.0,Market St,San Francisco,CA,San Francisco County,94102.0
2129,"1-Bed Edwardian, High Ceilings, Bay Windows, First Floor, Bright",3095,1,1.0,700.0,"(37.78807, -122.425237)",1,0,0,0,1,0,0,0,0,0,1,0,37.788070000000005,-122.42523700000001,1.0,nearest_street,1600.0,Gough St,San Francisco,CA,San Francisco County,94109.0
2132,Mama Mia! Mediterranean Masterpiece in the Sunset,3095,1,1.0,,"(37.762198, -122.465659)",1,1,0,1,0,0,0,0,0,0,1,0,37.762198,-122.465659,1.0,rooftop,326.0,Judah St,San Francisco,CA,San Francisco County,94122.0
2133,"Lake St - 1 Bed, 1 Ba Apt, Hardwood Floors. Showing Sunday 12:00-1:00p",2600,1,1.0,,"(37.786714, -122.463794)",0,0,0,0,0,0,1,0,0,0,1,0,37.786714,-122.463794,1.0,rooftop,95.0,5th Ave,San Francisco,CA,San Francisco County,94118.0
2137,"Soak in North Beach in This Convenient, Pet-Friendly Apartment",3595,1,1.0,,"(37.798207, -122.406292)",1,1,0,0,0,0,0,0,0,0,1,0,37.798207,-122.406292,1.0,rooftop,15.0,Romolo St,San Francisco,CA,San Francisco County,94133.0
2148,Fully Furnished Studio in Mission Bay (27),3990,1,0.0,619.0,"(37.774467, -122.391644)",1,1,0,1,0,0,0,0,0,1,1,0,37.774467,-122.391644,1.0,rooftop,116.0,Channel,San Francisco,CA,San Francisco County,94158.0
2150,PRE-LEASING THE CASTRO LAYOUT AT THE VENN ON MARKET!,3625,1,1.0,673.0,"(37.771429, -122.424061)",1,1,0,1,0,0,1,0,0,0,1,1,37.771429,-122.42406100000001,1.0,rooftop,1834.0,Market St,San Francisco,CA,San Francisco County,94102.0
2152,"Glen Park 5min away, Stylish 1BR (30)",4090,1,1.0,600.0,"(37.746303, -122.429149)",1,1,0,1,0,0,0,0,0,1,1,0,37.746303000000005,-122.429149,1.0,rooftop,1441.0,Sanchez St,San Francisco,CA,San Francisco County,94131.0
2155,"Sunny corner 1-br near UCSF, Golden Gate Park",2475,1,1.0,550.0,"(37.775517, -122.460661)",0,0,0,0,1,0,0,0,0,0,1,0,37.775517,-122.46066100000002,1.0,nearest_street,200.0,Cabrillo St,San Francisco,CA,San Francisco County,94118.0
2157,Furnished In-Law 1bd/1ba Available Now!!!,2800,1,1.0,,"(37.759501, -122.484365)",1,1,0,0,0,1,0,0,0,1,0,1,37.759501,-122.484365,1.0,nearest_street,1500.0,26th Ave,San Francisco,CA,San Francisco County,94122.0
2158,Fabulous Haight Remodeled Apt w/ HW! Prime Location! ~ J.Wavro,2550,1,1.0,,"(37.769379, -122.451866)",0,0,0,0,0,0,0,0,0,0,1,0,37.769379,-122.451866,1.0,nearest_street,1800.0,Haight St,San Francisco,CA,San Francisco County,94117.0
2159,Nice studio for rent available 11/01/18,1895,1,1.0,500.0,"(37.770959, -122.505627)",0,0,0,0,0,0,0,0,0,0,0,0,37.770959000000005,-122.505627,0.99,rooftop,6900.0,Fulton St,San Francisco,CA,San Francisco County,94121.0
2164,Geary & Wood/Pets Ok/W&D In Unit! $95 Move In Special!,3395,1,1.0,,"(37.782258, -122.449368)",1,1,0,1,0,0,0,0,0,0,1,0,37.782258,-122.44936799999999,1.0,rooftop,2824.0,Geary Blvd,San Francisco,CA,San Francisco County,94118.0
2165,Huge Apartment in Great Neighborhood - Avail. Nov 1st,2100,1,1.0,800.0,"(37.7354, -122.4571)",0,0,0,0,1,0,0,0,0,0,1,0,37.7354,-122.4571,1.0,rooftop,118.0,Cresta Vista Dr,San Francisco,CA,San Francisco County,94127.0
2169,BRIGHT 1bd/1ba - Avail NOW- Parking,2695,1,1.0,,"(37.782943, -122.422221)",0,0,0,0,1,0,1,0,0,0,0,0,37.782942999999996,-122.422221,1.0,rooftop,900.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
2170,Spacious One BR;  HWF; 15th and Church!,3295,1,1.0,,"(37.76613, -122.428819)",1,0,0,0,1,0,0,0,0,0,1,0,37.76613,-122.42881899999999,1.0,nearest_street,2000.0,15th St,San Francisco,CA,San Francisco County,94114.0
2172,One BR in Nob Hill; Convenient Downtown Location!,2495,1,1.0,,"(37.790881, -122.410623)",1,0,0,0,1,0,0,0,0,0,1,0,37.790881,-122.410623,1.0,nearest_street,900.0,Pine St,San Francisco,CA,San Francisco County,94108.0
2176,Judah & 9th Ave/Pets Ok!Available Now!$95 Move In Special!,3095,1,1.0,,"(37.762198, -122.465659)",1,1,0,1,0,0,0,0,0,0,1,0,37.762198,-122.465659,1.0,rooftop,326.0,Judah St,San Francisco,CA,San Francisco County,94122.0
2182,Beautiful Apartment for Rent,3250,1,1.0,740.0,"(37.759078, -122.4228)",1,1,0,0,1,0,0,0,0,0,0,0,37.759078,-122.4228,1.0,rooftop,164.0,Linda St,San Francisco,CA,San Francisco County,94110.0
2184,Rise Above the Downtown Bustle - Nob Hill High,3095,1,1.0,,"(37.792709, -122.418504)",1,1,0,0,1,0,0,0,0,0,1,0,37.792709,-122.418504,1.0,rooftop,1556.0,Clay St,San Francisco,CA,San Francisco County,94109.0
2186,Warm and bright 1BR/1BA with new kitchen and bath,2800,1,1.0,650.0,"(37.746535, -122.426933)",0,0,0,0,0,0,0,0,0,0,1,0,37.746534999999994,-122.426933,1.0,rooftop,1521.0,Church St,San Francisco,CA,San Francisco County,94131.0
2187,"GARDEN APT 1BR/1BA in beautiful Victorian, great location off FILLMORE",4000,1,1.0,,"(37.792472, -122.434558)",0,0,0,1,0,0,0,0,0,0,0,0,37.792472,-122.43455800000001,1.0,nearest_street,2400.0,Jackson St,San Francisco,CA,San Francisco County,94115.0
2188,!! Stylish 1BD 1BR Den Large Exclusive Patio !!,2850,1,1.0,752.0,"(37.7621, -122.3971)",1,1,0,0,0,0,0,0,0,1,0,0,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
2189,Spacious 1 Bed 1 Bath Private Patio One Car Parking,3000,1,1.0,838.0,"(37.7621, -122.3971)",1,1,0,0,0,0,0,0,0,1,0,0,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
2190,"Artistic bespoke lighting, Chef's kitchen and bar*Up to Six Weeks Free",3975,1,1.0,,"(37.787137, -122.396691)",0,0,0,1,0,0,1,0,0,0,0,0,37.787137,-122.39669099999999,1.0,nearest_street,22.0,Tehama St,San Francisco,CA,San Francisco County,94105.0
2191,LARGE 1BR/1BA w/PERIOD DETAILS PRIME PACIFIC HEIGHTS LOCATION,3800,1,1.0,,"(37.791715, -122.434758)",0,0,0,0,1,0,0,0,0,0,0,0,37.791715,-122.434758,1.0,rooftop,2504.0,Washington St,San Francisco,CA,San Francisco County,94115.0
2192,"Large, Central, onebedroom , great roommate unit(Sat /Sun,open house)",3250,1,0.0,750.0,"(37.775915, -122.421989)",0,0,0,0,1,0,0,0,0,0,0,0,37.775915000000005,-122.421989,1.0,rooftop,261.0,Fell St,San Francisco,CA,San Francisco County,94102.0
2201,Live Your Legacy at Stunning Historical Hillside Manor,4095,1,1.0,,"(37.794679, -122.413083)",1,1,0,0,1,0,0,0,0,0,1,0,37.794678999999995,-122.41308300000001,1.0,rooftop,1314.0,Taylor St,San Francisco,CA,San Francisco County,94108.0
2204,Beautiful Nob Hill One Bedroom with Coit Tower View ~ J.Wavro,3695,1,1.0,,"(37.794321, -122.413011)",0,0,0,0,1,0,0,0,0,0,0,0,37.794321000000004,-122.41301100000001,1.0,nearest_street,1300.0,Taylor St,San Francisco,CA,San Francisco County,94108.0
2205,Mission District 1 Bedroom Apartment For Rent,2600,1,1.0,,"(37.755529, -122.416011)",0,0,0,0,1,0,0,0,0,0,1,0,37.755528999999996,-122.41601100000001,1.0,rooftop,3081.0,22nd St,San Francisco,CA,San Francisco County,94110.0
2206,Beautiful city and water views from your apartment home!,3234,1,1.0,,"(37.791982, -122.424207)",0,0,0,0,1,0,1,0,0,1,0,0,37.791982,-122.42420700000001,1.0,rooftop,1856.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
2207,318 Alemany Blvd #1A - Beautiful & Elegant 1BD 1BA in Bernal Heights,1895,1,1.0,,"(37.734374, -122.411586)",0,0,0,0,0,0,0,0,0,0,1,0,37.734374,-122.41158600000001,1.0,nearest_street,,I 280,San Francisco,CA,San Francisco County,94110.0
2209,Pine & Powell/Available Now/Pets Ok/ $95 Move In Special!,3795,1,1.0,,"(37.791017, -122.409547)",1,1,0,1,0,0,0,0,0,0,1,0,37.791017,-122.409547,1.0,rooftop,821.0,Pine St,San Francisco,CA,San Francisco County,94108.0
2211,Lupine @ Wood/Available Now/Pets Ok/Great Location!$95 Move In Special,3495,1,1.0,,"(37.783752, -122.447927)",1,1,0,0,1,0,0,0,0,0,1,0,37.783752,-122.447927,1.0,rooftop,2.0,Wood St,San Francisco,CA,San Francisco County,94118.0
2214,"Jonior one bedroom, one bath on Sacramento St. in Presidio Heights",2200,1,1.0,,"(37.786928, -122.456875)",1,0,0,0,0,0,0,0,0,0,1,0,37.786928,-122.456875,1.0,nearest_street,400.0,Cherry St,San Francisco,CA,San Francisco County,94118.0
2216,"Amazing View, Garage Parking, Fantastic Unit",3995,1,1.0,,"(37.803613, -122.409174)",0,0,0,0,1,0,1,0,0,0,0,0,37.803613,-122.409174,1.0,rooftop,464.0,Lombard St,San Francisco,CA,San Francisco County,94133.0
2222,Get Special Treatment at Nob Hill Enchanter - Photos to Come!,4495,1,1.0,,"(37.791097, -122.408913)",1,1,0,1,0,0,0,0,0,0,1,0,37.791097,-122.40891299999998,1.0,rooftop,710.0,Powell St,San Francisco,CA,San Francisco County,94108.0
2225,Art-Deco Building has a Vintage charm...Hardwood floors..,3995,1,1.0,,"(37.795316, -122.4267)",1,0,0,0,1,0,0,0,0,0,0,0,37.795316,-122.4267,1.0,nearest_street,2400.0,Gough St,San Francisco,CA,San Francisco County,94123.0
2226,Bring Your Pet and Lounge on the Patio or at the Park,3995,1,1.0,,"(37.774467, -122.435979)",1,1,0,1,0,0,0,0,0,0,1,0,37.774467,-122.435979,1.0,rooftop,1104.0,Fell St,San Francisco,CA,San Francisco County,94117.0
2228,Sunny spacious bedroom with its own deck facing the beach and backyard,1450,1,,180.0,"(37.756599, -122.507805)",0,0,0,0,1,0,1,0,0,0,1,0,37.756599,-122.507805,1.0,nearest_street,4200.0,Lawton St,San Francisco,CA,San Francisco County,94122.0
2230,"Get Cultured in Historic, Beloved Hayes Valley - Photos to Come!",3695,1,1.0,,"(37.771239, -122.42521)",1,1,0,1,0,0,0,0,0,0,1,0,37.771239,-122.42521,1.0,rooftop,55.0,Laguna St,San Francisco,CA,San Francisco County,94102.0
2231,Junior 1 bedroom inlaw apt,1500,1,1.0,,"(37.719, -122.4096)",1,0,0,0,0,0,0,0,0,0,0,0,37.719,-122.4096,1.0,rooftop,893.0,Colby St,San Francisco,CA,San Francisco County,94134.0
2233,Clay & Hyde/Pets Ok/Available Now!Great Location!$95 Move In Special!,3095,1,1.0,420.0,"(37.792709, -122.418504)",1,1,0,0,1,0,0,0,0,0,1,0,37.792709,-122.418504,1.0,rooftop,1556.0,Clay St,San Francisco,CA,San Francisco County,94109.0
2235,Romolo & Grant/Available Now/Great Location/ $95 Move In Special!,3495,1,1.0,,"(37.798207, -122.406292)",1,1,0,0,1,0,0,0,0,0,1,0,37.798207,-122.406292,1.0,rooftop,15.0,Romolo St,San Francisco,CA,San Francisco County,94133.0
2242,Franklin & Ellis St./Available Now/Pets Ok! $95 Move In Special!,3695,1,1.0,836.0,"(37.78317, -122.422562)",1,1,0,1,0,0,0,0,0,0,1,0,37.78317,-122.42256200000001,1.0,rooftop,915.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
2243,Sacramento & Polk/Available Now!Great Location!Pets Ok!,3095,1,1.0,,"(37.791581, -122.420199)",1,1,0,0,0,0,0,0,0,0,1,0,37.791581,-122.420199,1.0,rooftop,1662.0,Sacramento St,San Francisco,CA,San Francisco County,94109.0
2246,"Stylish 1BR, close to Union Square (22)",4590,1,1.0,708.0,"(37.772065, -122.404452)",1,1,0,1,0,0,1,0,0,1,1,0,37.772065000000005,-122.404452,1.0,rooftop,875.0,Brannan St,San Francisco,CA,San Francisco County,94103.0
2247,"Furnished 1BR, 12min away from Lafayette Park (19)",4390,1,1.0,520.0,"(37.787397, -122.423416)",1,1,0,1,0,0,0,0,0,1,1,0,37.787397,-122.42341599999999,1.0,rooftop,1400.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
2248,Franklin & Sutter/New Remodel/ $95 Move In Special!,3295,1,1.0,,"(37.787397, -122.423416)",1,1,0,1,0,0,0,0,0,0,1,0,37.787397,-122.42341599999999,1.0,rooftop,1400.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
2249,Fully Furnished 1BR in South Beach (28),4190,1,1.0,650.0,"(37.781798, -122.38834)",0,0,0,0,1,0,1,0,0,1,1,0,37.781797999999995,-122.38833999999999,1.0,nearest_street,2.0,Townsend St,San Francisco,CA,San Francisco County,94107.0
2250,"5min drive from City Hall, close to Market & Laguna St, 1BR (53)",5490,1,1.0,805.0,"(37.771841, -122.42702)",1,1,0,1,0,0,0,0,0,1,1,0,37.771840999999995,-122.42702,1.0,rooftop,203.0,Buchanan St,San Francisco,CA,San Francisco County,94102.0
2252,"Fully Furnished 1BR, 4min from bus, close to Union Square (3)",4890,1,1.0,750.0,"(37.790881, -122.410623)",1,1,0,0,1,0,0,0,0,1,1,0,37.790881,-122.410623,1.0,nearest_street,900.0,Pine St,San Francisco,CA,San Francisco County,94108.0
2253,Fabulous 1 Bedroom Garden Apartment Remodeled Open tonight 8-8:30PM,3195,1,1.0,700.0,"(37.750761, -122.477149)",0,0,0,0,1,0,0,0,0,0,0,0,37.750761,-122.477149,1.0,rooftop,1986.0,20th Ave,San Francisco,CA,San Francisco County,94116.0
2255,PRIME PACIFIC HEIGHTS,4800,1,1.0,,"(37.7856, -122.4358)",0,0,0,0,0,0,0,0,0,0,0,0,37.7856,-122.4358,1.0,rooftop,2161.0,Sutter St,San Francisco,CA,San Francisco County,94115.0
2256,PRIME PACIFIC HEIGHTS,3800,1,1.0,,"(37.793347, -122.434734)",0,0,0,0,0,0,0,0,0,0,0,0,37.793347,-122.434734,1.0,nearest_street,2400.0,Pacific Ave,San Francisco,CA,San Francisco County,94115.0
2262,Leavenworth & Bush/Available Now/W&D/Pets Ok/$95 Move In Special!,3095,1,1.0,,"(37.789511, -122.41541)",1,1,0,1,0,0,0,0,0,0,1,0,37.789511,-122.41541000000001,1.0,rooftop,920.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
2263,Scott & Prado/Available Now/Pets Ok/1 Bed + Den! $95 Move In Special!,4695,1,1.0,,"(37.804917, -122.442132)",1,1,0,1,0,0,0,0,0,0,1,0,37.804916999999996,-122.442132,1.0,rooftop,3824.0,Scott St,San Francisco,CA,San Francisco County,94123.0
2268,Buchanan & Hermann/Pets Ok!Top FL!$95 Move In Special!,4695,1,1.0,,"(37.77044, -122.426683)",1,1,0,0,1,0,0,0,0,0,1,0,37.77044,-122.42668300000001,1.0,rooftop,78.0,Buchanan St,San Francisco,CA,San Francisco County,94102.0
2270,Taylor & Jackson/LARGE 1 Bed/Available Now!/Views!$95 Move In Special!,3995,1,1.0,,"(37.794679, -122.413083)",1,1,0,0,1,0,0,0,0,0,1,0,37.794678999999995,-122.41308300000001,1.0,rooftop,1314.0,Taylor St,San Francisco,CA,San Francisco County,94108.0
2276,Nob Hill/835 Pine&Powell/Remodeled/W/D in unit/Available Now!!,3895,1,1.0,,"(37.791017, -122.409547)",1,1,0,1,0,0,0,0,0,0,0,0,37.791017,-122.409547,1.0,rooftop,821.0,Pine St,San Francisco,CA,San Francisco County,94108.0
2278,Studio/Castro/3744 16th/Huge Deck/Amazing Views/Available Now!!,3295,1,1.0,,"(37.76404, -122.435955)",1,1,0,0,0,0,0,0,0,0,0,0,37.76404,-122.435955,1.0,rooftop,3721.0,16th St,San Francisco,CA,San Francisco County,94114.0
2279,*XL*2nd Floor Front Corner Apt*Sunny*CARPET*Laundry-*Lobby Entrance*,2495,1,1.0,,"(37.782652, -122.470846)",0,0,0,0,1,0,0,0,0,0,1,0,37.782652,-122.470846,1.0,nearest_street,1100.0,Clement St,San Francisco,CA,San Francisco County,94118.0
2284,Adorable 1BR/1BA Apartment for Rent,2000,1,1.0,,"(37.7195, -122.4411)",0,0,0,0,0,0,0,0,0,0,0,0,37.7195,-122.4411,1.0,rooftop,20.0,Junior Ter,San Francisco,CA,San Francisco County,94112.0
2287,Fully furnished 1 bedroom suite in inner sunset,850,1,1.0,,"(37.7593, -122.4836)",0,0,0,0,1,0,1,0,0,0,0,0,37.7593,-122.4836,1.0,rooftop,2115.0,Kirkham St,San Francisco,CA,San Francisco County,94122.0
