title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible
Two-Bedroom Apartment off 8th and Market,4049,2,1,,"(37.7784, -122.414342)",0,0,0,0,0,1,0,0,0,0,1,0
Cherished Historical Building with Modern Twist From the '30s,5995,2,2,,"(37.795037, -122.413155)",1,1,0,1,0,0,0,0,0,0,1,0
"Massive, Peaceful Single Family Home!",4500,3,3.5,1365,"(37.779642, -122.494532)",1,1,0,1,0,0,1,0,0,0,1,0
Large 3bd/2ba Full Floor Flat...Remodeled with Lots of Natural Light,5995,3,2,1400,"(37.792343, -122.414293)",1,0,0,1,0,0,1,0,0,1,1,0
Luxury 3bd/2ba Flat | Upgraded | Spacious |  Prime Inner Sunset,4995,3,2,1700,"(37.760358, -122.464981)",0,0,0,0,1,0,0,0,0,0,0,0
Rare Find | Spacious | Fully updated 3bd/2ba Flat by UCSF,4995,3,2,1700,"(37.760358, -122.464981)",0,0,0,0,1,0,0,0,0,0,0,0
"MUST SEE: Modern 3 Bdr/2 BA Top Floor Flat blocks from UCSF, N Judah",4995,3,2,1700,"(37.760405, -122.463912)",0,0,0,0,0,1,1,0,0,0,0,0
Russian Hill Scene-Stealer with Incredible Views!,4895,2,2,,"(37.801506, -122.423236)",1,1,0,1,0,0,0,0,0,0,1,0
**^One of the Best 2 beds 2 baths Luxury Condo ^**,3455,2,2,1290,"(37.7694, -122.3867)",1,1,0,0,0,0,0,0,0,1,0,0
Classic San Franciscan Architecture In The Heart Of Nob Hill,4195,2,1,,"(37.790544, -122.413276)",1,1,0,0,1,0,0,0,0,0,1,0
Get the Most of this Sleek & Classy 2BR in SOMA!,4495,2,1,,"(37.773192, -122.417386)",1,1,0,0,0,0,0,0,0,0,1,0
1-2 bedroom One of a kind top floor of a cottage Open Sat 12-12:30pm,2995,2,1,600,"(37.784104, -122.444727)",1,0,0,0,1,0,0,0,0,0,0,0
2 Bedroom 1 Bath Prime location,3500,2,1,,"(37.7812, -122.4614)",0,0,0,0,0,0,0,0,0,0,1,0
"A CUT ABOVE: Brings together a sophisticated, stylish, modern...",5495,3,2,1400,"(37.77727, -122.411388)",0,0,0,1,0,0,0,0,0,1,0,0
HUGE BRIGHT UPDATED 1450 sq/ft 2BR/1BA Top Flr Heart of Mission Apt,5250,2,1,1450,"(37.76471, -122.425316)",0,0,0,1,0,0,0,0,1,1,1,0
Jewel quiet rear apartment yet near shop/muni/park/club,3950,3,1,,"(37.782849, -122.466563)",1,1,0,0,1,0,0,0,0,0,0,0
Recently Renovated kitchen and bathrooms! Parking available! ~ J.Wavro,6650,3,2,,"(37.789941, -122.44733)",1,1,0,1,0,0,1,0,0,0,0,0
Channel Your Inner Don Draper in This Updated '60s Mod Classic,4895,2,1,,"(37.748664, -122.438308)",1,1,0,1,0,0,0,0,0,0,1,0
Amazing Location 2BR in Marina w/ Views of GG Bridge - Open Sat 10:30,3800,2,1,,"(37.801172, -122.432048)",0,0,0,0,0,0,0,0,0,0,0,0
"NOPA TOWNHOME 2 BEDROOM 2.5 BATH 1,900 SQ FT. W/ 2 CAR ATTACHED GARAGE",6750,2,2.5,1900,"(37.780373, -122.440589)",0,0,0,1,0,0,1,0,0,0,1,0
This Victorian Baby Blue Will Make You Swoon!,5195,3,1,,"(37.769456, -122.429128)",1,1,0,1,0,0,0,0,0,0,1,0
Wow! This Space is Ginormous and Beautiful - Pac Heights,4995,2,2,,"(37.791418, -122.442827)",1,1,0,0,1,0,0,0,0,0,1,0
Buchanan & Haight/Remodeled/Pets Ok!$95 Move In Special!,4595,2,2,,"(37.772525, -122.427158)",1,1,0,1,0,0,0,0,0,0,1,0
Laguna & Waller/Duboce/Available Now!Pets Ok! $95 Move In Special!,4095,2,1,,"(37.77089, -122.42514)",1,1,0,0,1,0,0,0,0,0,1,0
Bright and Airy Floor Plan in Pac Heights!,4395,2,1.5,,"(37.788427, -122.440511)",1,1,0,0,1,0,0,0,0,0,1,0
Laguna & Waller/Duboce/Available Now!Pets Ok! $95 Move In Special!,4495,2,1,,"(37.77089, -122.42514)",1,1,0,0,1,0,0,0,0,0,1,0
Sutter & Gough/Available Now!Pets Ok/ $95 Move In Special!,4195,2,2,,"(37.787254, -122.424075)",1,1,0,0,1,0,0,0,0,0,1,0
Sutter & Presidio/Available Now/Pets Ok/$95 Move In Special!,4395,2,2,,"(37.784551, -122.445351)",1,1,0,0,1,0,0,0,0,0,1,0
Dolores & 24th/Available Now/Pets Ok/ $95 Move In Special!,4795,2,1,,"(37.752393, -122.425264)",1,1,0,1,0,0,0,0,0,0,1,0
Clay & Franklin/Available Now!Pets Ok!$95 Move In Special!,4295,2,1,,"(37.792089, -122.423366)",1,1,0,1,0,0,1,0,0,0,1,0
"Modernly Furnished, Spacious 2BR, 7min away from Union Square (50)",5590,2,2,1300,"(37.778418, -122.403696)",0,0,0,1,0,0,0,0,0,1,1,0
"5min from Bus Station, 2BR, Professional Interior Design (61)",5890,2,2,850,"(37.746031, -122.427981)",1,1,0,1,0,0,0,0,0,1,1,0
Mission/Liberty Hill two-bedroom apt.,3700,2,1,,"(37.75684, -122.422157)",0,0,0,0,0,0,0,0,0,0,0,0
Pierce & McAllister/Available Now!Pets Ok!$95 Move In Special!,4895,2,1,,"(37.778346, -122.435079)",1,1,0,1,0,0,0,0,0,0,1,0
Fulton & Steiner/Great Location!Pets Ok!W&D/$95 Move In Special!,4695,2,1,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,1,0
Dolores & 24th/Available Now/Pets Ok/Roofdeck! $95 Move In Special!,4595,2,1,,"(37.752393, -122.425264)",1,1,0,1,0,0,0,0,0,0,1,0
Lombard & Polk/Available Now/Pets Ok/$95 Move In Special!,4895,2,2,,"(37.801506, -122.423236)",1,1,0,1,0,0,0,0,0,0,1,0
"Top Floor 2br/1ba Remodled Flat w/ laundry, pkg ~ J.Wavro",3700,2,1,,"(37.746782, -122.475902)",0,0,0,1,0,0,1,0,0,0,0,0
Powell & Pine/Available Now/Pets Ok/ $95 Move In Special!,4695,2,1,,"(37.790836, -122.408925)",1,1,0,1,0,0,0,0,0,0,1,0
Powell & Pine/Available Now/Pets Ok/$95 Move In Special!,4795,2,2,,"(37.790836, -122.408925)",1,1,0,1,0,0,0,0,0,0,1,0
Romolo & Grant/Available Now/Great Location/ $95 Move In Special!,5295,2,1,,"(37.798207, -122.406292)",1,1,0,1,0,0,0,0,0,0,1,0
Buchanan & Haight/Top FL Corner Unit!Available Now!$95 Move In Special,4995,2,2,,"(37.772525, -122.427158)",1,1,0,1,0,0,0,0,0,0,1,0
Pine & Stockton/W&D!Available Now!Pets Ok! $95 Move In Special!,4595,2,2,,"(37.791205, -122.40806)",1,1,0,1,0,0,0,0,0,0,1,0
Lyon & Golden Gate/Available Now/Pets Ok!$95 Move In Special!,4695,2,1,,"(37.778089, -122.443507)",1,1,0,0,0,0,0,0,0,0,1,0
Bright Top Floor Inner Richmond Remodeled Apt w/ WD! ~ J.Wavro,3995,2,1,,"(37.775077, -122.470298)",0,0,0,1,0,0,0,0,0,0,0,0
发议球场代化的浴,3800,2,2,,"(37.7694, -122.3867)",1,1,0,1,0,0,1,0,0,1,0,0
NOPA/1819Golden Gate&Broderick/W/D in unit/Available Now!!,4095,2,1,,"(37.778472, -122.440517)",1,1,0,1,0,0,0,0,0,0,0,0
Soma/1051Minna&Mission/Remodeled/Bart/Muni/Available Now!,4495,2,1,,"(37.773192, -122.417386)",1,1,0,0,0,0,0,0,0,0,0,0
"Ashbury Heights 2bd w/views, pkg, w/d ~ J.Wavro",4350,2,1,,"(37.763987, -122.444412)",0,1,0,1,0,0,1,0,0,0,0,0
PRIME SPOT!|An Urban Oasis|WALK~Dine|$1500 DEPOSIT|2 WEEKS RENT FREE!|,4595,2,1,1201,"(37.791965, -122.424341)",1,0,0,0,0,1,1,0,0,0,1,0
3BR In Valencia Corridor|TEXT MELODY!|$1500 DEPOSIT!|2 WEEKS RENT FREE,5495,3,1,940,"(37.755295, -122.420964)",1,1,0,1,0,0,0,0,0,0,1,0
Remodeled 2 bedroom Central Richmond Unit ~ J.Wavro,3195,2,1,,"(37.778457, -122.478166)",0,0,0,0,1,0,0,0,0,0,0,0
3 BEDROOM/2.5 BATH|$1500 DEPOSIT|View w/MELODY ask about FREE Storage,6550,3,2.5,1818,"(37.765925, -122.466442)",1,1,0,1,0,0,1,0,0,0,1,0
2 BR / 2 Full BA Spacious Loft Apartment,3550,2,2,1800,"(37.750477, -122.401214)",0,0,0,0,0,0,1,0,0,0,1,0
1/2 Block From GG Park| Remodeled 3BR/2BA W/ Private Deck| WD In Unit!,4995,3,2,,"(37.773854, -122.477838)",0,0,0,1,0,0,1,0,0,0,1,0
Set Sail for Marina Green 1BR + Den. $95 Deposit IQ.  3820SCOTT #203.,4795,2,1,,"(37.804917, -122.442132)",1,1,0,1,0,0,0,0,0,0,1,0
Marina Penthouse.  Palace VIEWS.  Peak Inside. $95Dep. 3560DIVISADERO.,7495,3,3,,"(37.802411, -122.44334)",1,1,0,1,0,0,0,0,0,0,1,0
Avail now! Bright & Roomy.HwdFlr. Ideal Loc! Walkscre 97. 23rd & Geary,2900,2,1,1100,"(37.779753, -122.482657)",0,0,0,0,0,0,0,0,0,0,1,0
Need a house or apt we can hep you pay after its fixed,1400,2,2,1100,"(37.7864, -122.3892)",0,0,0,0,0,0,0,0,0,0,0,0
Newly Remodeled 950 sq ft 2 bd 1 bath,3600,2,1,950,"(37.77836, -122.48031)",0,0,0,0,1,0,0,0,0,0,1,0
The home is completed with in-unit laundry and an extra-large parking,3500,2,2,,"(37.763087, -122.398519)",0,0,0,0,0,0,0,0,0,0,0,0
Furnished 2 BR next to Museum of Art & Design by blueground(6),4990,2,2,892,"(37.755889, -122.389058)",1,1,0,1,0,0,1,0,0,1,1,0
$5200 / 4br 2ba  with Balcony / Inner Richmond RARE FIND,5200,4,2,,"(37.7812, -122.4614)",0,0,0,0,0,0,0,0,0,0,1,0
"2 Bed/1 Bath, Top Floor, HW, DW free Parking 333333333333333333333333",4195,2,1,,"(37.7856, -122.4358)",0,0,0,0,1,0,1,0,0,0,1,0
4-5 Bedroom huge living space w/ loft in the MISSION,7485,4,1,1600,"(37.768274, -122.419982)",1,0,0,0,1,0,0,0,0,0,0,0
"2 Bedroom/2 Bath Condo close to FiDi, TransBay, & AT&T Park",4400,2,2,1065,"(37.786106, -122.393908)",0,0,0,1,0,0,0,0,0,0,1,0
4 Bedroom huge living space w/ loft great for artists,6995,4,1,1600,"(37.769409, -122.42029)",1,0,0,0,1,0,0,0,0,0,0,0
"Furnished, Upscale & Quiet 3/1 Apt. in Russian Hill",5100,3,1,1250,"(37.797287, -122.415291)",0,0,0,0,0,0,0,0,0,1,1,0
"3BR, 2BA Newly Remodeled, Inner Sunset",4400,3,2,1000,"(37.761747, -122.475924)",0,0,0,0,1,0,0,0,0,0,1,0
"2BR, Newly Remodeled in Inner Sunset",2600,2,1,500,"(37.761747, -122.475924)",0,0,0,0,1,0,0,0,0,0,1,0
新獨2睡浴PRIVATE 2 BD.1BA. close to all conveniences,2488,2,1,,"(37.719, -122.4096)",0,0,0,0,0,0,0,0,0,0,1,0
"獨2房PRIVATE 2 RM.$1094 EACH next to SFSU, CCSF & BART",2188,2,1,,"(37.7195, -122.4411)",0,0,0,0,0,0,0,0,0,0,1,0
Cool Modern 2 Bed Glen Park Loft - Furnished & pkg - walk to BART!,3995,2,,1300,"(37.736388, -122.428977)",0,0,0,0,0,1,1,0,0,0,0,0
"獨2房PRIVATE 2 ROOMS $994 EACH next to SFSU, CCSF & BART",1988,2,1,,"(37.7441, -122.4863)",0,0,0,0,0,0,0,0,0,0,1,0
"獨2房,PRIVATE 3 ROOMS $ 1129 EACH,NEXT TO SFSU, CCSF & BART",3388,3,2,,"(37.7593, -122.4836)",0,0,0,0,0,0,0,0,0,0,1,0
New Listing! Must see!  Call all for appt.!,3350,2,1,,"(37.792252, -122.407513)",0,0,0,0,0,1,0,0,0,0,1,0
"3BD, 2BA - Great Location, Ocean and Golden Gate Park views.",3900,3,2,1650,"(37.775471, -122.502671)",0,0,0,0,0,0,1,0,0,0,1,0
"獨2房PRIVATE 2 ROOMS,$944 EACH,NEXT TO SFSU, CCSF & BART",1888,2,1,,"(37.7593, -122.4836)",0,0,0,0,0,0,0,0,0,0,1,0
Utilities Included/Flexible Lease Term /Financial District North Beach,4900,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
Lovely two-bedroom apartment in a great location in San Francisco,4695,2,2,905,"(37.756249, -122.419942)",1,1,0,1,0,0,0,0,0,0,0,0
"2/1 Split Level, Private Garden, Amazing Location",5900,2,1,,"(37.795016, -122.436761)",0,1,0,1,0,0,0,0,0,0,1,0
Beautiful Apartment in Victorian Building unfurnished,5700,3,1,1600,"(37.774305, -122.427174)",0,0,0,0,1,0,0,0,0,0,0,0
"Brand New Luxurious 2br, corner unit, stainless steel, granite counter",3200,2,1,,"(37.773554, -122.503609)",1,1,0,0,1,0,0,0,0,0,1,0
"Open House Saturday Marina 2 BR, 1 BA",3200,2,1,,"(37.8031, -122.425759)",0,0,0,0,0,0,0,0,0,0,1,0
**Spacious 2bd/2bath Open House  Sat & Sun**,3925,2,2,1000,"(37.787035, -122.456039)",1,1,0,0,1,0,0,0,0,0,0,0
Sunny 2 or 1 bd apt Open house Sun from 11:00- 11:15 am**,3200,2,1,,"(37.749711, -122.406997)",1,1,0,0,0,0,1,0,0,0,0,0
!!!BRIGHT AND SPACIOUS CONDO!!!,3650,2,2,961,"(37.730624, -122.368035)",0,0,0,1,0,0,1,0,0,0,0,0
New remodeled spacious in-law unit 2 bedrooms / 1 bath 730 ft,2300,2,1,,"(37.729838, -122.400274)",0,0,0,1,0,0,0,0,0,0,1,0
2-BR 1 BA Apartment in SF Merced Heights,2700,2,1,,"(37.71964, -122.471652)",0,0,0,0,0,1,0,0,0,0,1,0
New 2-Story Townhomes w/City Views! Free Cable/WiFi MI Special!,5850,2,2.5,1315,"(37.773547, -122.409718)",1,1,0,1,0,0,0,1,0,0,1,0
High-Floor CORNER View 2 bedroom/2bath with parking at RITZ Residences,7000,2,2,1257,"(37.791017, -122.399149)",0,0,0,1,0,0,1,0,0,0,0,0
"Beautiful 3 Bed/3 Bath in brand new building, blocks away from Fidi",6100,3,3,1600,"(37.78742, -122.393124)",0,0,0,0,0,1,1,0,0,0,0,0
"2 bed, furnished, peaceful, 10 miles from San Francisco (short-term)",2300,2,2,1000,"(37.912849, -122.342265)",1,1,0,1,0,0,0,0,1,1,1,0
"Sunny Top Floor 2BR/2BA (Utilities included), avail Nov 1",4850,2,2,1250,"(37.735307, -122.423422)",1,1,0,1,0,0,1,0,0,1,1,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
Large 4 bedrooms/2 full-baths top FLAT on 19th Ave with views,5000,4,2,,"(37.744919, -122.475773)",0,0,0,0,0,1,0,0,0,0,0,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
Utilities Included/Flexible Lease Term /Financial District North Beach,4900,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
Walk to Embarcadero & FiDi - Fully Furnished - Amazing Rooftop Terrace,4950,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
Russian Hill/1320Lombard&Polk/W/D in unit/Remodeled/Available Now!!,4995,2,2,,"(37.801506, -122.423236)",1,1,0,1,0,0,0,0,0,0,0,0
Lower Pac heights/1440 Sutter&Gough/Deck/Fireplace/Available Now!!!,4195,2,2,,"(37.787254, -122.424075)",0,1,0,0,1,0,0,0,0,0,0,0
Alamo Square/915 Pierce&Golden Gate/W/D in unit/Available Now!!,4895,2,1,,"(37.778346, -122.435079)",1,1,0,1,0,0,0,0,0,0,0,0
Hayes Valley/300Buchanan&Haight /Remodeled/W/D in unit/Available Now!!,4695,2,1,,"(37.772525, -122.427158)",1,1,0,1,0,0,0,0,0,0,0,0
Alamo Square/990 Fulton&Steiner/W/D in unit/Available Now!!,4795,2,1,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,0,0
Hayes Valley/16Laguna&Market/Great views/W/D in unit/Available Now,4295,2,1,,"(37.77089, -122.42514)",1,1,0,1,0,0,0,0,0,0,0,0
Hayes Valley/16Laguna&Market/Great views/Available Now,4695,2,1,,"(37.77089, -122.42514)",1,1,0,0,1,0,0,0,0,0,0,0
Nob Hill/655Powell&Pine/Remodeled/W/D in unit/Available Now!!,4795,2,2,,"(37.790836, -122.408925)",1,1,0,1,0,0,0,0,0,0,0,0
Nob Hill/737 Pine&Powell/Remodeled/Available Now!!,4695,2,1,,"(37.791205, -122.40806)",1,1,0,1,0,0,1,0,0,0,0,0
Mission Dolores/1064Dolores&24th/Remodeled/W/D in unit/Available Now!!,4595,2,1,,"(37.752393, -122.425264)",1,1,0,1,0,0,0,0,0,0,0,0
Renovated 3 Bed / 1.5 Bath with New Carpet/Paint/Stainless Appliances,4435,3,1.5,,"(37.795049, -122.407229)",0,0,0,0,0,0,0,0,0,0,1,0
Looking for city views? Classic 2X2 High-Rise Apt W/ Hardwood Floors!,3449,2,2,1083,"(37.716788, -122.475918)",1,1,0,0,0,0,0,0,0,0,0,0
Mission Dolores/500 Church&17th/W/D in unit/Muni/Available Now!!,4695,2,1,,"(37.76289, -122.428509)",1,1,0,1,0,0,0,0,0,0,0,0
Mission Dolores/3875 18th&Sanchez/Great Views/Available Now!!,4795,2,1,,"(37.761188, -122.43003)",1,1,0,0,1,0,0,0,0,0,0,0
Marina/3820 Scott&Marina Blvd/Remodeled/W/D in unit/Available Now!!,4795,2,1,,"(37.804917, -122.442132)",1,1,0,1,0,0,0,0,0,0,0,0
Renovated 3 Bed / 1.5 Bath with New Carpet/Paint/Stainless Appliances,4435,3,1.5,,"(37.794991, -122.407168)",0,0,0,0,0,0,0,0,0,0,0,0
Apt#104 - STUNNING 2BED/2Ba w/Balcony!W/D in Unit! Bright Corner Unit!,5705,2,2,1078,"(37.771804, -122.426621)",1,1,0,1,0,0,0,0,0,0,1,1
Bernal Heights/30 Highland&Mission/Private Deck/W/D in unit!!,5495,2,2,,"(37.737551, -122.425111)",0,0,0,1,0,0,1,0,0,0,0,0
"Great Location, Over-sized, Classic 2Br 2Ba High-Rise Apt W/ Carpet",3459,2,2,1093,"(37.716788, -122.475918)",1,1,0,0,0,0,0,0,0,0,0,0
Renovated 3 Bed / 1.5 Bath with New Carpet/Paint/Stainless Appliances,4435,3,1.5,,"(37.795049, -122.407229)",0,0,0,0,0,0,0,0,0,0,1,0
"Top floor 2 bdrm new kitchen w/ garage,  laundry [14th & Valencia]",4000,2,1,900,"(37.7725, -122.4147)",0,0,0,0,1,0,1,0,0,0,0,0
Open space apartment w/new carpets and bathroom,3400,2,1,800,"(37.760358, -122.464981)",1,1,0,0,1,0,1,0,0,0,1,0
"Quiet Flat Below Coit Tower - Walk to Financial District, Embarcadero",4600,3,1,,"(37.802559, -122.407521)",0,0,0,0,0,1,0,0,0,0,1,0
Utilities Included/Flexible Lease Term /Financial District North Beach,4900,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
"Flexible Terms-Walk to Financial District, Embarcadero",4900,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
"Flexible Terms-Walk to Financial District, Embarcadero",4900,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
Walk to Embarcadero & FiDi - Fully Furnished - Amazing Rooftop Terrace,4950,2,1,1050,"(37.800638, -122.407584)",0,0,0,1,0,0,0,0,0,1,1,0
Top Floor Remodeled 3Bed/2Bath Available Now,5995,3,2,1400,"(37.792204, -122.415377)",1,0,0,1,0,0,1,0,0,0,1,0
Don't Leave Your Pet Behind! Classic 2Br 2Ba High-Rise Apt W/ Carpet,3369,2,2,1083,"(37.715011, -122.472991)",1,1,0,0,0,0,0,0,0,0,0,0
Corner Unit One Bedroom With Beautiful Ferry Building View!,4880,2,1,886,"(37.791456, -122.392342)",1,1,0,0,1,0,1,0,0,0,1,1
*New* Modern 2 Bed with Private Roofdeck,4995,2,2,,"(37.782383, -122.460136)",0,0,0,1,0,0,1,0,0,0,0,0
Huge 2.5 ba | Water view| W/D | Fireplace| Balcony | Fit Gym | Modern!,4608,3,2.5,1737,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
Spacious 2BD/2BA In Trophy Residence,4495,2,2,1600,"(37.791859, -122.425177)",0,0,0,0,0,1,0,0,0,0,1,0
*New* Bright Modern 3 Bedroom/2 Bath,6495,3,2,,"(37.778992, -122.461166)",0,0,0,1,0,0,1,0,0,0,0,0
*New* Modern and Spacious 2 Bed/2 Bath w/ Private Terrace - Furnished,6995,2,2,,"(37.782383, -122.460136)",0,0,0,1,0,0,1,0,0,0,0,0
Inner Sunset/1855 10thAve&Noriega/Remodeled/W/D in unit/Available Now!,3995,3,1,,"(37.75364, -122.466658)",1,1,0,0,1,0,0,0,0,0,0,0
Inner Sunset/1855 10thAve&Noriega/Remodeled/Available Now!!,3695,2,1,,"(37.75364, -122.466658)",1,1,0,0,1,0,0,0,0,0,0,0
Pacific Heights/1870 Pacific&Gough/W/D in unit/Available Now!!,4895,2,2,,"(37.794458, -122.426045)",1,1,0,1,0,0,0,0,0,0,0,0
2 Bedroom Apartment,3750,2,1,850,"(37.770675, -122.449203)",1,1,0,0,0,1,0,0,0,0,1,0
2x2 with Bay Bridge and Ferry Building Views!!!,5250,2,2,,"(37.796797, -122.398211)",0,0,0,0,1,0,0,0,0,0,1,0
Great House with Contemporay Furnishing and Houswares included !!,4200,2,1,1100,"(37.719823, -122.462253)",1,0,0,1,0,0,0,0,0,0,0,0
"Beautiful Spacious 2 Bdrm, 1 Bath Apartment",2850,2,1,950,"(37.7441, -122.4863)",0,0,0,0,1,0,0,0,0,0,1,0
"Stunning 4BR2BA home! By cable car, Muni, BART station!",7395,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
"2br, 1ba top floor, spacious unit w/ laundry",3700,2,1,,"(37.787321, -122.431108)",0,0,0,0,0,0,0,0,0,0,1,0
1 month FREE rent  | Top Floor | Corner Unit | Ocean Views | 2395 29th,3695,2,1,,"(37.742655, -122.486413)",1,1,0,0,1,0,0,0,0,0,0,0
Call this 2 bedroom HOME! Great Experiences Are Just Around The Corner,4090,2,2,1281,"(37.793428, -122.26913)",1,1,0,1,0,0,1,0,0,0,1,1
2 bed / 2 bath Townhome - Available immediately,3600,2,2,1090,"(37.781031, -122.42044)",0,0,0,0,1,0,0,0,1,0,0,0
2 bed / 2 bath Townhome - Available immediately,3600,2,2,1090,"(37.781031, -122.42044)",0,0,0,0,1,0,0,0,1,0,0,0
Large 2Bd/1Ba in Pacific Heights FREE Parking:,3995,2,1,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,1,0
2BR Apartment with Amazing City Views located in the heart of SF!,4195,2,1,,"(37.761582, -122.438056)",1,1,0,0,1,0,0,0,0,0,0,0
"1915 California Street, #301  2 Bed/2 Bath",3895,2,2,,"(37.789952, -122.425616)",0,0,0,0,1,0,0,0,0,0,1,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
2 bed / 2 bath Townhome - Available immediately,3600,2,2,1090,"(37.781031, -122.42044)",0,0,0,0,1,0,0,0,1,0,0,0
What a Treat! Save $1000 on your Immediate Move-in! Huge 2b2b Home!,4769,2,2,1095,"(37.772434, -122.39726)",1,1,0,1,0,0,0,1,0,0,1,1
Luxurious 2x1 in the heart of SoMa - Special Deposit $500!,3695,2,1,,"(37.775662, -122.409214)",1,1,0,1,0,0,1,0,0,0,0,0
Luxurious 3x2 in the heart of SoMa!Special Deposit of $500!,5095,3,2,,"(37.7929, -122.4079)",1,1,0,1,0,0,1,0,0,0,0,0
Luxurious Newly Renovated 4BR/3BA in the Richmond district,6895,4,3,,"(37.773761, -122.472345)",1,0,0,1,0,0,0,0,0,0,0,0
2 bed / 2 bath Townhome - Available immediately,3600,2,2,,"(37.781031, -122.42044)",0,0,0,0,1,0,0,0,1,0,0,0
"Quiet, light filled 2BR/2BA in beautiful Victorian in Presidio Heights",4900,2,2,950,"(37.789457, -122.444119)",1,1,0,1,0,0,0,0,0,0,0,0
2 bed / 2 bath Townhome - Available immediately,3600,2,2,1090,"(37.781031, -122.42044)",0,0,0,0,1,0,0,0,1,0,0,0
Got Sunshine? Got Views? O&M Does! Leasing Today!,4395,2,2,866,"(37.761691, -122.39188)",1,1,0,1,0,0,1,0,0,0,1,1
2 bed / 2 bath Townhome - Available immediately,3600,2,2,1090,"(37.781031, -122.42044)",0,0,0,0,1,0,0,0,1,0,0,0
"370 Upper Terrace #6, San Francisco",4350,2,1,,"(37.762575, -122.44602)",1,1,0,0,0,0,1,0,0,0,1,0
Furnished Stylish and wonderfully relaxing pad!,5795,3,2,1400,"(37.77727, -122.411388)",0,0,0,1,0,0,0,0,0,1,0,0
A SPECIAL PLACE! Can become whatever your imagination allows!,3795,2,1,,"(37.758794, -122.416371)",1,1,0,0,0,0,0,0,0,0,0,0
"A CUT ABOVE: Brings together a sophisticated, stylish, modern...",5495,3,2,1400,"(37.77727, -122.411388)",0,0,0,1,0,0,0,0,0,1,0,0
Gorgeous 2 bedroom/1 bathroom Rent Controlled! Ready Now!,3995,2,1,,"(37.790881, -122.410623)",1,0,0,0,1,0,1,0,0,0,0,0
2nd Floor Luxury 2 Bedroom - GREAT PRICE!,5333,2,2,982,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
"Premier Resident Svcs, Dry Sauna, Sun Deck, Floor to Ceiling Windows",6496,2,2.5,1673,"(37.787703, -122.391971)",1,1,0,1,0,0,0,1,0,0,0,0
✤Newly Remodeled 2/3 Bedroom 1 Bath Apartment Available ✤,4800,3,1,,"(37.775048, -122.449638)",0,0,0,1,0,0,0,0,0,0,0,0
$4000 Fab Remod D/W G/D SS HDWD GRANITE 5 Clos HEART H.V.  Must see,4000,2,1,,"(37.774904, -122.423229)",0,0,0,0,0,0,0,0,0,0,1,0
✤Newly Remodeled 2/3 Bedroom 1 Bath Apartment Available ✤,4800,2,1,,"(37.775048, -122.449638)",0,0,0,1,0,0,0,0,0,0,1,0
2 bed/1bath apt in Balboa Village-$2850 all utilities included,2850,2,1,800,"(37.776036, -122.499486)",0,0,0,0,1,0,0,0,0,1,1,0
